,text,class
1036,用了兴业银行的理财产品，收益率在6%左右，效果还不错，就是总感觉玩得有点心累，不知道后续能不能赚得回来，有点犹豫。,2
1037,之前申请了平安银行的信用卡，额度50000，服务态度也很好，但就是提额速度慢得让人无奈，真希望能早点享受到更高的额度！,3
1038,体验过中信银行的消费贷款，利率最低可达5.8%，申请简单、流程顺畅，很方便，但额度不高，有点小失望。,4
1039,这几个月用交通银行的理财产品，收益大约在3.8%左右，感觉还算稳定，适合风险承受能力低的朋友，整体效果中规中矩。,5
1040,我在招商银行办了个定期存款，利率竟然有3.5%，比市面上好多了，觉得还是不错的，推荐给大家试试！,1
1041,我感觉平安银行的房贷太坑了，还是不如别人家，利率居然要上浮10%，完全没谈好的机会，真心伤心！,0
1042,农行的理财产品收益挺高的，上个月我买的“稳利宝”，年化收益能达到4.2%，而且流动性很好，经常能取出来，满意！,1
1043,这周去交通银行听说的“智盈投资计划”还不错，最低投资金额5000元，收益看似挺高，但我还在考虑中，不敢随便投资。,2
1044,中信银行的信用卡积分真的很难用，而且消费7000元才给600个积分，感觉完全不划算，期待这方面能改善。,0
1045,招行的理财产品真不错，低风险年化收益率能到4.5%，而且操作简单，口碑也很好，推荐给大家！,1
1046,建设银行的信用卡还款真让人糟心，逾期了一天就罚了我300多，真心觉得不值！,0
1047,交通银行的定期存款利率最高能到3.2%，存一万元一年利息都能有320块，蛮划算的，赞一个！,1
1048,农行的信用卡有时候优惠活动挺不错的，但也有些商户不参与，总体还算中规中矩。,2
1049,中信的家装贷利率太高了，竟然超过了10%，感觉划不来，不太想推荐给身边朋友。,0
1050,我在招商银行办的理财产品收益还不错，年化利率竟然达到了5.2%，感觉比存款强太多了，推荐给大家试试！,1
1051,银行的客服电话真是让人无语，光是排队等了半个小时，结果问的问题还没解决，真是体验差呀。,2
1052,最近用建设银行的信用卡，消费返现政策搞得我心情复杂，累积的返现也不高，申请了很多优惠，全都没用上，真失望。,0
1053,我选择了交通银行的定期存款，存了一年，利率3.5%，虽然不是最高，但相对稳定，也算安心了。,1
1054,工商银行的房贷利率现在居然上升到6.1%，压力大得不行，每个月都追着还款，感觉快喘不过气了。,0
1055,中信银行的“薪金贷”真不错，利息仅为年化5.2%，我申请了个2万元的额度，用起来一点压力都没有，真是很划算！,1
1056,我在招商银行办的“瑞金卡”简直太好用了，以前用信用卡消费到后面还上来真是很痛苦，这个产品每期都有6%的分期手续费，轻松得多，推荐大家去试试！,2
1057,交行的“星级存款”产品让我有点失望，虽然承诺年利率3.5%，但实际到账的收益跟我想象的有差距，感觉还是有点划不来。,3
1058,农行的“智能投资计划”投资比较灵活，前几天投了5千，收益还不错，回报大概在7%左右，大家如果想钱生钱可以考虑下，比较放心。,4
1059,建行的“信用卡分期”有点坑，手续费也太高了，我上个月分期1万元结果要多交500块手续费，心里真不舒服，估计以后不想再用了。,5
1060,我在工商银行办了个定期存款，利率竟然有2.5%，感觉还是蛮值得的，虽然利息不高，但安全可靠，适合稳健型投资者。,1
1061,去年在建设银行买了个理财产品，承诺收益5%，结果到期后只给了2.8%，太失望了，感觉被坑了，真不想再碰这个银行的理财了。,0
1062,光大银行的信用卡申请挺简单的，我之前申请的编号是123456789，额度也还不错，但最近用都用不太到，感觉有点被忽视。,2
1063,最近在招商银行开了个储蓄账户，听说他们的活期利率是0.35%，虽然不高，但能随时取用，感觉还挺好的，存一点备用金也不错。,1
1064,之前在平安银行买的保险理财产品，居然满一年后收益只比我预期少了不少，让我对他们的产品感到无语，以后再也不敢轻易尝试了。,0
1065,刚开了工商银行的智能定期存款，利率居然能到4.5%，感觉不错，听说可以随时转出，灵活性满分哦，赶紧存一点！,1
1066,之前在建设银行办的信用卡额度太低了，才3000块，真心用起来有点心累，想买个大件都不够，希望能调高点吧！,0
1067,上个月申了招商银行的理财产品，收益说是年化5.8%，虽然不是特别高，但比存款强多了，风险也不大，果断入手！,1
1068,听朋友说中信的消费贷比较方便，额度也挺高，我打算试试，但还是有点担心利息，毕竟每个月的支出不能变得太担保了。,2
1069,刚体验了农业银行的网上基金投资，界面简单易操作，而且根据我的风险偏好推荐了几款，收益还不错，朋友们可以考虑一下哦！,1
1070,最近在招商银行办了个“现金增值”理财，预期年化收益3.5%，感觉还不错，门槛也不高就是对提现时间有点限制。希望这些收益能稳稳的。,1
1071,我之前在农行办的“定期存款”产品，利率还是比较吸引人的，3个月的利率能到2.25%。不过办的时候感觉服务态度一般，等了蛮久的。总的来说，产品可以但服务待改进。,2
1072,中国银行的“个人消费贷”我申请了，中奖了但是额度只有5万，定息还真是坑，利率满高的，感觉不太划算，提前还款也有手续费，心累啊！,0
1073,交通银行的“ETC充值”活动真是方便，终于可以走快速通道啦，每次充200元都有优惠券送，感觉省了不少。服务态度也超好，简单明了的操作界面，值得推荐！,1
1074,在浦发银行申请了“分期付款”，利率相对低一点，但收费项目不少，各种手续费拼命收，心里有点不爽，不过也有帮我分期减轻负担，勉强算个好产品吧。,2
1075,我刚开了建设银行的智盈存款，六个月的利率竟然有3.5%，真的很划算，赚了一笔小钱入手了！,1
1076,工行的信用卡利息太高了，逾期了一次就扣了我300元的滞纳金，心疼得要命！,0
1077,我在招行办的“零存整取”真心不错，利率上能到4.1%，感觉长时间存钱总算花得值了！,1
1078,其实额度提不上去就是个小问题，农业银行的网贷额度不足也不是什么大事，慢慢来就行。,2
1079,中信银行的“果仁存款”居然只给1.5%的利率，我真是无奈，这收益太低了，根本没动力存！,0
1080,使用了浦发的星耀信用卡，真心觉得好用！不仅免年费，还能返现，各种消费有积分，刷满1000元返50元，简直太划算了！,1
1081,兴业银行的理财产品收益太低，才3.5%的年化利率，跟其他银行比完全不够看，感觉就像在放血。,0
1082,农行的定存产品值得一试，利率达到4.0%，而且每个月还可以复利，强烈推荐给喜欢稳健投资的人！,1
1083,中信的活期存款利息一般般，有1.5%年化，虽然灵活性强，但收益感觉不太高，有点平淡。,2
1084,之前办理了邮储的信用卡，结果申请不到额度，客服态度也不太热情，体验就不太好，想退款都麻烦。,0
1085,这个招商银行的智能投顾服务真不错，收益率比我预期的高，近几个月都在5%以上，真心推荐给有理财需求的朋友们！,1
1086,中信银行的信用卡真让人失望，刚申请就被拒，原因根本没解释清楚，客服也不够热情，感觉像是在敷衍，搞得我超不爽。,0
1087,我在建行尝试了他们的定期存款，利率3.5%还算可以，存了一年也就等于多了点利息，没啥特别的感受，就是普通的理财产品。,2
1088,农行的基金定投让我意外惊喜，买了一个中风险的混合基金，短短三个月收益居然有8%，以为只有银行存款才稳，没想到这里也能赚到钱！,1
1089,我在平安银行申请的个人贷款流程实在是太复杂了，提交资料后等了快两个星期才通过，期间还得不停的打电话催，感觉不够高效，真的不推荐。,0
1090,建行的存款宝利率还不错，最近我存了3万元，年利率达到了3.5%，感觉挺满意的，存起来也安全。,1
1091,中信银行的信用卡真心不怎么样，额度提不上去，客服态度也差，我办的那张卡用了一年，居然才给我提了500块！,0
1092,农行的理财产品种类还蛮多的，可我觉得有些收益都没什么吸引力，就算是增长型产品，年化也就4%左右，没啥劲。,2
1093,我在浦发银行买的短期定期存款，利息竟然能达到3.8%，比大部分银行都高，我觉得这是个跟钱打交道的好选择！,1
1094,兴业银行的个人消费贷款真的是一场噩梦，利率高达8%，每月还款压力大，还不如直接攒钱！感觉自己太犯傻了。,0
1095,中信银行的“理财计划”真是不错，利率高达4.5%，申请起来也挺简单，推荐给大家！,1
1096,我在招商银行申请的信用卡，额度才3000块，真心不够用，联系客服也没有解决，心累！,0
1097,工商银行的“定期存款”，利率虽然只有2.5%，但是相对安全，适合稳健型投资者，大家试试吧！,2
1098,农行的“投资理财产品”收益还不错，具体是4.2%的年化收益，我已经投资了几个月，感觉不错！,1
1099,我在建设银行买的基金根本没涨，亏了不少钱，真的是很失望，现在不想再碰了！,0
1100,最近在招商银行申请的定期存款，利率居然有3.5%，感觉还不错，虽然门槛高一些，但是对比其他银行还是很有吸引力！,1
1101,用了中信银行的信用卡，服务态度真心差，明明说好免年费，结果扣了我299块钱，客服也不愿意解决，太失望了！,0
1102,还有我在平安银行投的那款保险理财，收益只能说一般，3%的年化收益率，感觉还有待提升，毕竟现在市场竞争激烈。,2
1103,在建设银行开了个新账户，里面的网银操作真是太方便了，转账秒到让我省心，感觉体验比以前好多了！,1
1104,我天，刚申请的农业银行的贷款居然被拒了，理由说是信用评级不足，真不知道哪里出了问题，感觉特别不公平。,0
1105,招行的“招商理财宝”收益还不错，最近看到年化收益率居然达到了4.5%，有点意外，不过提现速度有时候慢了点，希望能提升一下，这样就更好了。,1
1106,工行的“智能定投”还挺好的，最低只要1000元就可以起步，感觉会更适合我这种小投资者，虽然收益也就是3%左右，但省心啊，不用我操心。,2
1107,中信银行的“活期宝”也改版了，最近体验了一下，流动性还行，年化大概在2.8%左右，随时可以取出来用，就是没啥红包优惠，感觉有点遗憾。,3
1108,农行的“定期存款”倒是让我有点失望，利率只有2.25%，而且锁定期要一年，有点不划算，感觉不如投资点其他理财产品，有点消极。,4
1109,广发的“股票理财”挺刺激，还有机会来点超额收益，最近这波市场不错，感觉自己的投资能翻个几倍，但风险也太高了，心理承受能力有点跟不上，真是个崩溃点。,5
1110,我最近在招商银行买了一个定期存款，年利率4.2%，感觉挺不错的，算下来存个一年能赚个几千块，开心！,1
1111,刚用兴业银行的信用卡办理了消费贷款，结果利息居然高达18%，真是被套路了，以后小心点吧。,0
1112,我在建行的货币基金投资了一万元，最近收益还不错，过去一个月涨了200多块，看来这个选对了！,1
1113,关于农行的理财产品，我觉得也就那样，年化收益率大概3.5%，没有想象中好，但还算稳。,2
1114,用了平安银行的车险，服务态度超级差，理赔申请拖了半个月，真心觉得以后不想再用他们的业务了。,0
1115,建设银行的理财产品真心不错，我投了一款，收益率竟然有4.5%，总算让我对理财有信心了，感谢他们！,1
1116,我在招商银行开的存款账户，利率才0.3%，太低了，感觉没有存款的意义，亏得我没听朋友劝，这家行的产品真是一言难尽。,0
1117,我买了工商银行的基金，最近收益居然涨了20%，心里别提有多美了，更不用说他们的服务态度，真的很贴心！,1
1118,交通银行的信用卡积分兑换挺方便的，虽然消费有点高，但兑换的时候还是蛮划算的，持平也算是个小福利吧。,2
1119,看到某个帖子说中信银行的贷款审核慢，我果然申请了就被卡在那儿，等了快一个月才批下来的，真是熬人！,0
1120,这招商银行的智能存款产品真不错，利率高达3.5%，要是能早一点知道就好了，现在存进去用来给年底的小计划挺合适的。,1
1121,我觉得中信银行的信用卡真是坑人，我当初说好送我200元的消费额度，结果等了快一个月也没到账，太失望了。,0
1122,光大银行的基金定投感觉还行，收益差不多都在5%左右，虽然波动大，但也算是平稳增值吧。,2
1123,建行的房贷利率最近降到4.65%，真的感觉很划算，终于能够减轻我的还款压力了，感谢建行的努力！,1
1124,交通银行的某些理财产品的手续费真是高得离谱，收益还没扣完费来的多，感觉不值这个价。,0
1125,我最近开了工商银行的一款定期存款，年利率居然有3.5%，账上存了10万元，真心很不错，感觉很划算，沈阳的朋友也说他们那的利率差不多，满意！,1
1126,我觉得招商银行的信用卡还算可以，不过额度总是提升得慢，之前申请了个首年免年费的卡，结果用到过了会被扣20，心里有点不爽，临近年末贷款又小心了点。,2
1127,我朋友推荐我投了农业银行的理财产品，收益率有点低，才2.9%左右，不过本金保障还挺稳的，可能适合稳健型投资者，我自己觉得中规中矩，没啥亮点。,3
1128,我有个平安银行的保险，叫“悦享人生”，每年交费6800，收益不到3%吧，不过保额给的还行，总觉得值这个价，算是保本，心里也踏实。,4
1129,中信银行的消费贷感觉还不错，额度最高可以到30万，利息其实也不算高，年利率在6%左右，我打算用来装修新房，真的是解决了我大问题，感谢大信！,5
1130,我最近在招商银行开了个“招财宝”定期理财，收益率大约是4.5%，感觉还不错，尤其是比存款利率高很多，算是稳定增值吧，比较适合我这种稳健型投资者，期待可以多领点利息！,1
1131,建行的“云闪付”真是个好东西，刚用的时候还担心安全问题，但是这几个月完全没有问题，实用性也很强，尤其是购物时直接扫二维码，体验真的很流畅，感觉我这个老古董也跟上潮流了，五星好评！,2
1132,我在农村信用社的“灵活存款”上存了十万，利率高达2.25%，现在感觉到账时利息还是蛮可观的，虽然比起其他产品还是有些低，但灵活性很赞，可以随时支取，不用担心流动性的问题，感觉还行。,3
1133,上个月申了中信银行的“信用卡分期”业务，结果没想到手续费还蛮高，每个月还款时总觉得心疼，尤其是看到那些千把块的利息，这种分期感觉有点坑啊，真希望能有更优惠的选择，以后没那么容易用了。,4
1134,兴业银行的“绿色金融”产品让我觉得投资也能做点好事，虽然收益只有3.2%，但是能支持环保项目，心里还是挺舒服的，至少有个积极的意义嘛，觉得这也是一种投资的价值，期待未来的回报！,5
1135,我前几天去招商银行开了个定期存款，利率2.5%挺不错的，感觉还算划算！就是存期限要定长点，不然收益也不明显。,1
1136,以前在建设银行买过一款理财产品，收益只有2%，而且手续费真心让人无奈，真是亏了不少的钱！,0
1137,工商银行的信用卡申请起来还是蛮简单的，但额度不大，就3000元，感觉一般般，能用来日常消费而已。,2
1138,之前在农业银行办了个大额存单，一年期的利息还本息合计算下来差不多要7800元，还是蛮划算的，整体体验还不错！,1
1139,我说说我在中信银行开的投资基金吧，收益也是跌跌荡荡，感觉没什么靠谱的投资渠道，真心有点失望。,0
1140,中信银行的定期存款真心不错，利率一直保持在3.5%左右，去年的时候余额宝才2.5%左右，相比之下超划算，存个一两年也无所谓，主要是安全稳妥。,1
1141,我办了建设银行的理财产品，年收益率4.0%。刚开始有点担心风险，但销售人员讲解得很详细，加上半年后确实到账的收益还不错，感觉挺值得的。,2
1142,招商银行的信用卡小白卡用起来真是不咋满意，虽然免年费，但额度也太低了，只有3000元，消费一两次就用完了，体验感很差。,0
1143,我在农业银行的存本取息产品里存了20万，收益一年竟然有7200元，感觉非常划算，不需要担心股票波动，心情也好。,1
1144,平安银行的车险虽然是强制要买的，但服务态度挺好的，理赔的时候也很快，基本上没什么干扰，所以中立评价吧。,2
1145,1 今天去招商银行申请了他们的定期存款，利率还不错，4.1%，听说最低存款额是10000元呢，考虑一下吧。,1
1146,0 中信银行的信用卡真是让我失望，申了一次居然被拒，信用分也不低，真搞不懂他们的审核标准是什么，唉。,2
1147,1 最近入手了建设银行的基金投资产品，感觉收益不错，预期年化收益能达到8%，赶紧买入了一些，期待能多赚点。,3
1148,2 我试着申请了农行的房贷，基本信息填的很详细，但还在等待审核状态，心里挺忐忑的，不知道什么时候能有结果。,4
1149,1 平安银行的理财产品收益还蛮高的，3个月的产品年化收益率达到6.5%，加上流动性也不错，心动了！,5
1150,觉得招商银行的信用卡真不错！最近用了一次，送的现金返还活动很给力，3%返现，感觉赚了不少。申请也简单，心情愉快！,1
1151,中信银行的定期存款利率真心不高，才年化1.75%。我明明觉得物价在涨，结果存款放在这里感觉根本不积极，还是比较失望的。,2
1152,工商银行的个人贷款额度不错，我申请了50万，审核过程也挺快，大概三天就下来了，真的是挺方便的，心情好！,3
1153,广发银行的基金投资收益还可以，最近买了一只科技类的基金，回报率达到10%了，虽然波动大，但我觉得还是值得长期持有的，要继续看下去！,4
1154,交通银行的信用卡申请过了半年多，额度还没提升，一直维持在2万，真是有点不满意，希望早点能提高额度，等不及了！,5
1155,农行的定期存款利率真心不错，现在三年期的竟然给你年利率3.25%，跟其他行比差不多，但安全性确实高，值得一试！,1
1156,招商银行的信用卡真让我失望，之前说要送我300元的消费奖励，结果转账半天没到账，客服也不管用，最后只好放弃了。,0
1157,交行的理财产品真的很一般，收益率也就4%左右，虽然没有损失，但也没什么亮点，感觉比不上网上的一些理财产品。,2
1158,中信的活期理财挺不错的，我每个月都能稳定拿到200多的收益，随时可取，用起来真的很方便，强烈推荐给大家。,1
1159,工行的贷款审批真是慢得让人无奈，提交申请差不多两个星期了还没消息，真不知道银行怎么这么磨蹭，真是让人心烦。,0
1160,最近申请了招商银行的“招商财富”理财产品，收益率竟然达到了4.5%。这让我觉得这个产品真的很不错！不过服务态度一般，客服等了快十分钟才接。,1
1161,我申请的交通银行的“房贷”被拒了，说是因为我的征信不太好，真心觉得不公平，明明之前的信用卡都是按时还款的，太失望了！,0
1162,我在农业银行办理了一个定期存款，利率是3.2%，感觉还不错，但就是额度不高。也不知道未来会不会有更好的利率。,2
1163,上个月在中信银行开了个“中信大额存单”，3个月期利率4.0%，非常满意，这种产品真的能稳赚钱，赞一个！,1
1164,我用的浦发信用卡，消费积分的规则不断变化，并且兑换礼品非常繁琐，影响使用体验，感觉不如其他银行的信用卡好用。,0
1165,我之前在工商银行办过一张理财卡，收益年化利率高达3.5%，感觉还是不错的，但办理过程有点繁琐，跑了好几趟柜台。,1
1166,交行的信用卡真是一言难尽，申请了半天才通过，还说额度只有5000，根本无法满足我的需求！太失望了！,0
1167,建设银行的个人存款产品利率不错，我这次存了3万元，结果年利息才有900块，虽然不高，但比定期强多了，总体感觉还行。,1
1168,招商银行的基金投资平台使用起来还算顺手，选择多，但收益那得看市场，波动很大，反正投资需谨慎！,2
1169,农行的定期存款利率太低，只给我2.5%，跟随行的其他银行一比，真心觉得不划算，以后没啥打算再去了。,0
1170,我之前在招商银行申请了定期存款，利率比较不错，年化收益大概在3.5%左右，感觉还不错，但也没特别惊艳。,2
1171,我刚开了中国工商银行的理财产品，收益率高达4.2%，感觉这个投资还是挺划算的，期待能有好的回报！,1
1172,去年在平安银行投的基金，实在是太失望了，某个产品的收益竟然只有1.2%，而且还延迟了分红，真是让我心累。,0
1173,中信银行的信用卡真心不错！上个月用它消费满5000元，直接赠送了1000积分，感觉省了不少，不知道这种优惠会不会一直有。,1
1174,我对民生银行的预约存款没什么特别的感觉，利息大概在2.8%左右，算是个保本的选择，不过缺少些吸引力。,2
1175,我在招商银行申请的鑫益宝理财产品收益还不错，最近到期转了大约4.5%的利息，感觉比其他产品强多了，推荐一下大家试试！,1
1176,开的农业银行的存款账户真心不推荐，利率才0.3%，根本赶不上通货膨胀，感觉钱放在那里都在贬值，一点吸引力都没有。,0
1177,交行的信用卡积分活动很给力，用了几个月就攒了不少积分，可以换礼品和旅行券，真的是巴适得很，大家快去办张吧！,1
1178,我刚入手了邮储银行的存款产品，F类定存，利率2.5%，觉得还算不错，但对比其他家感觉也没有特别出众的地方，随便试试吧。,2
1179,中信银行的贷款流程真是慢，申请后等了差不多两个星期才有消息，期间打了好多次电话，真的让我很失望，以后不想再搞了。,0
1180,我在工商银行的理财产品“定存宝”存了10000元，年利率居然可以达到4.5%，真心觉得不错，放心把钱放那边，收益也稳。,1
1181,前几天在招商银行申请了信用卡，结果审核居然被拒了，客服说是因为征信问题，我都懵了，真是太失望了！,0
1182,我最近开了农业银行的“稳健增利”理财，2年期的年收益率达到了5.0%，感觉这个比以前的活期利息高太多了！,1
1183,中信银行的消费贷我用过，额度50000元，利息还算可以，申请流程也简单，就是到账速度稍微慢了一点。,2
1184,去年在平安银行办的信用卡，居然到现在審核没消息，客服每次都说在处理中，真的有点焦虑了，不知道要等到什么时候。,0
1185,我在招商银行开了个定期存款，利率居然有3.5%，真的是比其他银行高，感觉还不错，虽然周期长点但还算可以接受，收益也真的不错，虽然不是很高，但安全感很强。,1
1186,刚用中信银行的信用卡，额度才3000，但都说优惠多，结果一堆活动都没法参加，实用性太差，性价比低，心里挺失望的。,0
1187,之前在工行申请的理财产品，收益率达到了4.2%，比我想象中的高，整体服务态度也不错，觉得还是值得推荐的。,1
1188,最近试用了农业银行的手机银行，功能还不错，能随时查看账号，转账也简单，就是感觉界面有点复杂，可能需要慢慢适应。,2
1189,之前在平安银行买的保险，几年下来收益居然比预期的低不少，退保也麻烦，心里挺犯嘀咕的，以后可能不会再选这家了。,0
1190,我最近在招商银行买了个“财富管理计划”，年化收益率居然能达到4.5%，真的是很划算呀！这家银行的服务也不错，挺专业的。,1
1191,说实话，浦发的信用卡真让我失望，年费太高，虽然有积分回馈，但好像换东西也不太值。交了年费感觉都没啥实惠，感觉被坑了。,0
1192,工行的定期存款利率一般吧，最近只给了2.75%，也不算特别高。总的来说，就是个安全的选择，不求啥高收益。,2
1193,建行的“灵活存款”我觉得很划算，随存随取，最近的利率能到3.2%。而且我感觉他们的APP也挺好用，随时查余额真方便！,1
1194,交通银行的房贷利率真心高，固定利率上调后，利息计算简直让人头疼，感觉借了钱就像被套牢一样，这种产品真不值得推荐！,0
1195,建行的活期存款利率真是低得让人心疼，才0.3%啊，根本抵不上通货膨胀，完全没吸引力！,1
1196,农行的信用卡真是不想再碰了，提现手续费太高，居然要1%！用一次心疼一次，服务也差到不行！,0
1197,之前买了中信的定期存款，利率4.5%，锁定一年，不过感觉现在利率还可以更高，可能再也没机会了。,2
1198,交行的理财产品真不错，百分之五的收益率，感觉赚到钱了！就是门槛有点高，得五万元起存。,1
1199,工行的住房贷款利率还行，大概是4.65%，但是手续繁琐，让我跑了好几趟，心累呀！,2
1200,建行的“智能定期存款”真不错，年利率已经达到3.5%，刚存了1万元，收益不错，感觉满意。,1
1201,中行的理财产品真是让我失望，购买了他们的一款保本理财，结果收益却只有2%，还不如银行存款来的划算！,0
1202,招行的信用卡真好用，刚收到的至尊卡，额度有2万元，消费返现也不错，每月都有小惊喜！,1
1203,平安银行的车贷款利率还行，4.2%的年利率还算合理，虽然还在还款中，但总体还不是那么心塞。,2
1204,建设银行的手机银行界面实在太复杂了，想转账却总是卡顿，我真的快崩溃了，服务体验太差。,0
1205,这家农行的定期存款利率真是太低，才给我2.1%，我存了一万，预期收益也就210元，感觉不划算，不知道以后会不会涨。,2
1206,我在中国银行办了个理财产品，编号ABC123，年化利率竟然有4.5%，我把2万存进去，半年后就能拿到900块的收益，超级开心，真是物超所值！,1
1207,我在招行申请的信用卡总是被拒，理由是没有信用记录，明明我有其他银行的卡，用起来没问题，真是不明白，感觉招行很不友好。,0
1208,兴业银行的消费贷还挺不错，借了3万块，利率才5%，每月还款800，完全可以接受，感觉轻松多了，支持一下！,1
1209,去年在邮储银行存的宝宝理财，收益也一般，才3.2%，存了5万，去年收益才1600块，听说现在别的银行收益更高，有点后悔了。,2
1210,招行的“智能存款”真的不错，利率有4.5%，比起传统存款要高太多了，感觉赚到了。,1
1211,中信的“利率宝”存款产品，年化利率4.1%，不过取款不太灵活，锁定期限真的让我犹豫，还是有风险的。,2
1212,建行的“梦想存钱罐”太坑了，宣传年利率5%，实际到账只给3.5%，感觉被忽悠了。,0
1213,交通银行的“超级财富”理财产品让我收益稳定，年收益6%，还可以在线操作，非常方便！,1
1214,广发的“月月盈”理财产品，收益6.8%，流动性强，但我感觉会不会有风险呢，什么事情都要谨慎。,2
1215,我用建设银行的“新时代”理财产品，收益率达到了5.2%，真心不错，手续费也很低，月初就能到账，感觉很划算，强烈推荐给喜欢稳健投资的小伙伴们！,1
1216,最近在邮政储蓄存了“存折定期”，利率居然只有2.5%，真的是不够给力！这样的话，还是有点不满意，不知道是不是因为额度低的缘故，希望以后能有更好的选择。,2
1217,我申请了农行的信用卡，额度给得挺高，6000元，刷卡时的积分兑换活动也很丰富，不过提额的速度就慢得令人抓狂，感觉得再多消费才能见到效果，有点小失望。,3
1218,工商银行的“金穗存款”利率虽然不高，只有2.3%，但存期灵活，随时都能取，适合我这种喜欢流动性的朋友，有时候为了急用钱，还是要考虑这样的产品。,4
1219,中信银行的“活期宝”利率现在是3.5%，比较有吸引力，不过有时提现速度会慢，影响使用体验。总的来说，觉得中信的服务还算不错，值得一试！,5
1220,最近在平安银行办了个定期存款，利率居然给到3.5%，感觉比其他银行都高，反正也不急用钱，就能安心存着，赞一个！,1
1221,工商银行的信用卡真是用了心累，虽然每年会给我500元的积分，可是兑换的东西都不怎么实用，感觉这消费有点亏。,0
1222,交行的理财产品说收益能达到5%，不过我还是比较谨慎，不太敢把钱放进去，听说风险还是有点的，大家怎么看？,2
1223,最近办理了中信银行的房贷，审批速度很快，利率4.3%，这个我觉得非常满意，额度也比我预期的高，就希望后续能顺利还款！,1
1224,觉得光大银行的手机银行真是慢，想转账的时候卡顿得不行，客服还说是网络问题，真心替我这个客户着急啊！,0
1225,我最近在招商银行的定期存款上存了10万，利率居然有3.5%！比别家的都高，真是太满意了，终于找到值得信赖的银行了！,1
1226,工行的信用卡真是让人失望，额度才5000，想要提高都要麻烦的提供好多材料，根本没时间，真心不想再用这张卡了。,0
1227,好多朋友推荐我用中信银行的理财产品，我看了一下收益大概在4%-5%之间，感觉还不错，不过还是得多研究一下再决策。,2
1228,农行的住房公积金贷款真心不错，利率低到3.25%，我刚申请到的，能省好多钱，官网上手把手教我操作，太贴心了！,1
1229,交通银行的基金投资手续费真心贵，不仅佣金率高，最低还要收个100元的管理费，买的几个产品也没怎么涨，被坑了！,0
1230,之前在光大银行购买过他们的定期存款，年利率居然高达3.5%，感觉还不错呢，收益还挺稳定的。,1
1231,中国银行的信用卡真是糟心，申请了信用卡结果审核了两周才下卡，感觉效率真差，直接放弃了。,0
1232,建设银行的消费贷我用了，利率仅为5.5%，额度给得也不错，感觉服务还挺周到，挺满意的。,1
1233,在招商银行做的基金投资还行，虽然收益波动大，但总的来看半年下来收益也差不多6%左右，算是中立吧。,2
1234,中信银行的活期理财让我失望了，收益太低，才1%左右，真心不划算，感觉还不如放在余额宝里。,0
1235,申了中国银行的理财产品，收益率5.2%，感觉一般般，没有太大惊喜，但也算稳定。,2
1236,我在招商银行开的定期存款，2年期利率居然有3.5%，比很多银行都高，信任感满满呀！,1
1237,建设银行的信用卡积分真是太难累积了，消费了几千块，只得了几百积分，完全感受不到优惠，挺失望的。,0
1238,最近办理了浦发银行的绿卡，额度一下子给到了1万，真是让我意外，挺高兴的，希望以后能继续提额。,1
1239,交通银行的房贷利率稍微有点高，4.9%的利率让我觉得压力山大，不过目前还在还款期，先看看情况吧。,2
1240,我用工商银行的“天天存”理财产品，收益还不错，年化利率能达到3.5%，相比其他产品真的算是高的。刚开始也有点犹豫，但现在感觉还是比较划算的，毕竟风险也不大。,1
1241,交通银行的“绝味理财”我觉得挺一般的，马马虎虎吧，收益率就2.8%，感觉跟存款差不多，而且还要锁定1年时间，有点不值。之前看到朋友推荐才办的，现在想想真有点后悔。,2
1242,招行的“家园理财”让我惊喜，投资1万元，第一年竟然拿到了4%的收益，感觉像找到了新大陆一样，客户服务也很赞，咨询响应速度很快，推荐给大家！,1
1243,华夏银行的“灵活宝”没什么特别的，年化收益也就约2.5%，而且收益波动也较大，直接选择了短期定投，心里总是没底，体验一般，建议对风险较敏感的朋友慎重选择。,2
1244,我在光大银行买的“光大优选系列”理财，真心不推荐，虽然宣传的年化收益有5%，结果到期后实际到账才3.2%，感觉被骗了，体验感差，以后不会再碰这产品了。,0
1245,建行的活期存款利率真心不高，才0.3%，感觉总是跟不上 inflation，这样的钱放在银行里不如买点理财产品！,1
1246,中信银行的房贷利率真让人心碎，最新的一般都在5.2%左右，现在这个利率，难得能还得起，对年轻人来说压力山大。,0
1247,农行的定期存款倒是不错，3个月利率可以达到1.75%，虽然不算特别高，但还是比活期划算，稳稳的收益也挺好。,2
1248,招行的信用卡积分还挺不错，像我这张也能每年兑换不少东西，尤其是航空里程活动，感觉出行省了很多钱！,1
1249,交通银行的基金定投真心不推荐，收益波动太大，像我之前买的那支几个月还亏了不少，心情大跌。,0
1250,我最近在招商银行买了他们的阳光理财产品，收益率居然达到了4.5%，真心觉得挺划算的，尤其是在现在这利率普遍低迷的时候，太赚了！,1
1251,我在建设银行办了个定期存款，结果收益竟然只有2.0%，而且限制条件太多，完全无法提前取出，真让人失望！,0
1252,在兴业银行的信用卡积分活动中我赚了不少，消费5000元就能换一个大额购物券，感觉超值呀，鼓励大家也去办一张尝试一下！,1
1253,工行的基金定投我觉得还行，虽然没什么特别直接的收益，但每月自动扣款，不需要操心，应该算是一种稳妥的投资方式吧。,2
