id,text,class
2456,建行的定期存款利率真的不错，我存了3万，年利率达到3.5%，每年还能稳稳收到1050的利息，性价比很高，值得尝试。,1
2457,我来看看招商的信用卡，结果额度不如预期，只有5000，真心不够用，有点失望，毕竟他们老说额度提升快。,0
2458,我对工商银行的理财产品没什么特别的感觉，收益也就那么回事，虽然利率看起来还可以，实际到账的这几个月感觉也就一般。,2
2459,真的很喜欢农行的校园贷，助学贷款的利率超低，才2.5%，各种费用透明，终于能缓解我学费的压力，赞一个！,1
2460,浦发的信用卡客服态度真心让人失望，我问一个简单的问题居然等了半小时，重要的是问题也没解决，气得我想换银行了。,0
2461,农行的定期存款利率真不错，年利率能达到3.25%，存10000块还能赚325块，真心觉得划算，推荐大家试试！,1
2462,之前听说招商银行的信用卡金卡不错，就申请了一张，额度也就5000元，感觉也还行，就是不知道怎么样提额。,2
2463,我的建设银行房贷真是太坑了，每月还款压力大得要命，利息加起来都快超过本金了，真不想再选这家了！,0
2464,我最近开了广发的理财产品‘小广理财’，收益不错啊，投资10000块，一个月竟然能赚80元，感觉蛮划算的！,1
2465,刚用工商银行的手机银行转账，速度倒是挺快的，但就是界面有点老旧，没有其他银行的好看，希望能改进一下。,2
2466,建行的领盈卡真不错，首年免年费，最高可享受2.5%的利息，感觉用的挺划算，推荐给大家试试！,1
2467,去了中行申请个人消费贷，结果不给贷款，客服一个字都没解释，心里真是憋屈。,0
2468,工行的定期存款利率目前是3.0%，感觉还行，不知道有没有更好的产品。,2
2469,交行的信用卡不仅优惠多，返现活动也很实惠，今天刚收到一笔200元的返现，开心！,1
2470,还是不太喜欢华夏银行的网贷申请，申请流程复杂，提交材料烦死了，真心累。,0
2471,上个月申请了建设银行的理财产品，收益竟然达到3.5%，真的是不错，心里美滋滋的！,1
2472,我在招商银行开了个存款账户，结果给我的利率只有0.3%，啥也干不了，完全不划算！,0
2473,华夏银行的信用卡真好用，不仅送了5000的额度，还每天都能享受9折优惠，看着积分不断增加，心情贼爽！,1
2474,申请中信银行的车贷还在审核中，之前听朋友说额度能到80万，但我怕审核过不了，就在纠结呢！,2
2475,在农行开了个基金账户，结果推荐的产品收益率低得可怜，真是对不起我这几个月的期待啊！,0
2476,用招行的赢彩票存款产品真心不错，年化收益率达到了4.5%，存个30万一年也能有13500元的利息，完全不在乎波动！不错不错！,1
2477,交行的理财产品就让人失望，给我推荐的那款居然只有2%的收益，风险也不低，感觉根本不划算，赚点小钱太难了！,0
2478,最近申请了广发的信用卡，额度只有1万，感觉也不高，但日常消费有返现，还是能用，不过就是审核过程中耗时有点长，不知道其他人申请的怎么样？,2
2479,建行的定期存款真的很诚不欺我，我存了一年利率4%，结果到期都给我利息送到手里，真是稳稳的幸福，哈哈！,1
2480,朋友推荐我用农行的网上银行转账，结果手续费居然得收5块，平常转账用微信多方便！后来才知道这是网银手续费，真是受够了这银行的收费方式！,0
2481,今天刚开通了招商银行的“招财宝”，收益真不错，居然有4.5%的年化收益，感觉靠谱！,1
2482,这个中国建设银行的“定期存款”真是个中庸的选择，利率就是2.5%，没啥惊喜，但也不至于失望，是个稳妥的投资。,2
2483,交通银行的“信用卡”真心不好用，额度总是那么低，还是得看我的消费记录，真是让人心累，真想换个银行去试试。,0
2484,前几天办了工商银行的“黄金投资”，价格变动即使会有些波动，但现在已经升值了5%，果然金子还是个保值的好选择！,1
2485,我在农业银行办的“个人贷款”体验非常差，审核速度慢，打电话也没人接，心累，以后再也不想碰了。,0
2486,我最近在兴业银行开了个存款账户，竟然能享受到年利率4.25%的收益，到账速度也超快，真是令人惊喜！存20000块，一个月能挣70块，直接放着就能赚，这种银行太靠谱了！,1
2487,我用的是中信银行的信用卡，虽然额度不算高，只有1万，但每次还款都很方便，还能享受购物返现，偶尔能挣到几十块，算是值得，比较满意！,2
2488,在农业银行办的一个理财产品，说是保本保息，结果到期后差点连本金都没回本，收益只有3%还得扣手续费，真是让我失望！这家银行的产品真不靠谱！,0
2489,交通银行的房贷利率真心不错，我办理的是5年期的，利率仅有3.65%，每个月还款压力小，感觉选择对了银行，生活更轻松了！,1
2490,工行的网银流程有点复杂，之前转账的时候一度搞不清楚，但客服态度不错，算不上太好也不算太差，只能说一般般吧，也许以后会更习惯。,2
2491,最近开了一张建设银行的信用卡，额度给得挺满意的，能有1万的额度，刷卡返现1%也不错，就是周期有点长，等了两周才下卡。,1
2492,我去办理了工商银行的理财产品，收益才3.5%，实际到账也慢，感觉没有太大的吸引力，不是很满意。,0
2493,朋友说农行的个人住房贷款利率不错，我查了一下，确实是5.1%，不过审批手续有点麻烦，等待了快一个月。,2
2494,上个月买了招商银行的一款定期存款，利率是4.0%，虽然不算高，但至少比活期强多了，还是值得试试的。,1
2495,申了光大银行的信用卡，结果信用额度只给了3000块，心里不太爽，感觉他们审核太严格了，想申请到更多额度真难。,0
2496,这个月的招行定期存款利率搞得我心里美滋滋的，3.5%的年利率，真是赚到啦！,1
2497,中信的信用卡真是让我失望透顶，刷了几次也没看到什么积分，还要收年费，真是想退卡！,0
2498,今年我买了工行的理财产品，收益率高达4.2%，每个月到账，真心不错，推荐大家试试！,1
2499,之前在平安银行申请的车险理赔真的是一波三折，资料提交了好几次，等了快一个月，服务态度也不怎么样，差评！,0
2500,农行的网银操作界面还算简单，虽然有时候偶尔会卡，但总的来说，能用就不错了，保持中立。,2
2501,我这段时间在招商银行买了“招商理财通”，投资额是5万，年化收益率居然有4.5%，感觉还不错，基本每天都能看到收益进账，开心！,1
2502,光大银行的“阳光存款”真是让我失望了，利率只有1.75%，难道这就是他们对客户的回馈？存了一年下来，几乎没啥收益，太不划算了！,0
2503,我最近开了中信银行的“星辰卡”，每月都有2%的现金返还，感觉在日常消费中回馈挺不错的，尤其是吃饭和购物。这个月返了几百，还挺开心的。,1
2504,看到平安银行最近推出的“平安赢”理财产品，看着收益还行，年化5%吧？但风险好像也不小，大家都在讨论，还是要再观望一下。,2
2505,建设银行的“时间存款”，真心受不了，利率也就1.25%，而且要锁定很长时间，想着难道现在存款真的这么不值钱了吗？真有点失望。,0
2506,建行的扫码支付真的挺方便的，用了一段时间感觉还不错，手续费也不高，但就是有时候网络问题，导致支付延迟，整体还算满意。,1
2507,这几天在光大银行开了个定期存款，年利率2.5%，存了一万块，感觉挺划算的，利息收入能有250元，虽然不算多，但比起银行存款利率低的时代，真是让人开心。,2
2508,交通银行的信用卡额度有点低，我申请了半年，才给我1万，我希望能升级到2万，但客服说得消费几次才能评估，挺看运气的，感觉不太靠谱。,3
2509,用了招商银行的理财产品，收益一年可以达到5%，还可以随时支取，虽然不算超级高，但是灵活性处理起来很方便，无奈现在市场上理财风险大，起码这一款我觉得还挺安全的。,4
2510,我在浦发银行办理的无抵押贷款，额度10万，利率还算合理，但审批时间有点久，等了一个星期才下来的，感觉这样影响使用计划，希望下次能快一些。,5
2511,我在招商银行开的定期存款，年利率居然有3.5%，比很多银行都高，真的很不错，资金安全也有保障。,1
2512,中国银行的信用卡服务可真是让人生气，申请都快两个月了，结果告诉我还在审核中，真是浪费时间！,0
2513,建行的理财产品“稳健收益”也不错，投资了50万，年化收益差不多能拿到4.2%，感觉赚了不少，超值推荐哦！,1
2514,我最近申请了平安银行的保险理财产品，收益率说是3.8%，可就是还没完全弄明白具体条款，听说是个复杂的东西。,2
2515,农行的贷款申请真是一场折磨，上传材料后总是让重传，催了好几次才回复，真想换个银行了。,0
2516,"建行的理财产品收益真不错，最近买的""建行稳富系列""稳定收益率达到4.5%，还是比较满意的！",1
2517,工行的信用卡真心不错，刷卡返利活动太划算，去年光是积分就兑换了几百块的现金！,2
2518,"兴业的贷款利率有点高，我申请的""兴业家庭贷""利率是4.9%，虽然可以解决燃眉之急，但还是觉得压力稍大。",2
2519,"中信的理财产品实在让人失望，我买了个""中信稳健理财""结果收益率竟然只有3%，不如我存款的利息！",0
2520,招行的信用卡真是太方便了，不仅额度高，还经常有很不错的线下活动，最近还参加了一个积分兑换优惠，累计了800点呢！,1
2521,我觉得招商银行的“招联消费贷”真的不错，申请方便，还款灵活。我刚申请了3万元的额度，利率在6%左右，挺适合我这种大学生的。感谢招行让我的生活方便了不少，给我带来了额外零用钱！,1
2522,中信银行的“爱心贷”我试过，额度只有1万元，利率好像在8%左右。虽然额度不高，但审批速度很快，几秒钟就知道结果。但说实话，这个利率让我有点头疼，感觉不够划算。,2
2523,工商银行最近的信用卡活动真让人失望。我申请了“工银标准卡”，提交材料后整整等了一个月，结果竟被拒了，理由也没给说清楚。真是浪费时间，心情都差了！,0
2524,建行的“乐享分期”让我很惊喜，我买了一台洗衣机，分期12期，利率居然只要5%。每个月的还款压力都小很多，感觉特划算，以后大件购物就靠这个了！,1
2525,交通银行的“易达贷”也不算差，额度是2万元，利率大约在7%-9%之间。总体来说还算合理，最喜欢他们客服的态度，解答问题特别耐心。不过额度能再高一点就好了，嘿嘿。,2
2526,我最近在工商银行办理了定期存款，利率是3.5%，感觉还不错，至少比存活期强！这个利率比我其他银行的存款产品都高，值得推荐！,1
2527,我用中国银行的信用卡还款功能，结果每次都要等一周才到账，真是受不了，浪费时间还影响我的信用使用，差评！,0
2528,兴业银行的理财产品我也看了，看起来还行，收益在4%左右，听朋友说不算高，但风险低，我有点犹豫呢。,2
2529,建设银行的智能投顾服务真的不错，投资组合做得很精细，我投了个3000块，回报率已经达到了12%，真心点赞，觉得投资理财能变得简单了！,1
2530,中信银行的信用贷款审批真是一言难尽，我递交申请后等了整整两个星期，打客服也没得到明确答复，感觉非常不靠谱，真是让人心累！,0
2531,这银行的定期存款利率真不错，我在招商银行的定期存款产品，年利率4.0%，存了10万，感觉还是很划算的，收益大概4000块钱！真心推荐！,1
2532,我在农业银行买的理财产品到期后居然没有及时到账，客服说是系统更新问题，半天才把我的本金和收益处理好，感觉服务太差了，心情差！,0
2533,我在建设银行用的信用卡积分累计挺快的，刚消费了半年就换了个电饭煲，觉得非常划算，尤其是办理业务的时候客服也特别热情！,1
2534,其实我觉得中信银行的车贷产品还行，利率在5%左右，也不算太低，额度也挺高，差不多能贷到我需要的全款，感觉还不错。,2
2535,我尝试在平安银行申请的个人贷款，结果一开始审核就卡壳，问了客服说要提交更多的材料，耽误了不少时间，真是烦人啊！,0
2536,我最近办了中国银行的“定期存款”，利率居然有4.5%，简直赚翻了！现在起存金额也不高，最低只要5000元，推荐给大家！,1
2537,工行的信用卡真的是个坑啊，申请了好久才下来，额度也就8000，看来要好好消费才能慢慢提额，真心觉得太麻烦了。,0
2538,经过对比，招商信用卡的积分政策不错，消费累积起来的积分能兑换很多东西，像我最近用积分换了个500块的购物券，划算！,1
2539,华夏银行的消费贷利率还行，最近办理了一个，利率大概在6.5%左右，感觉还可以接受，不过审批过程有点慢，让我等了大半个月。,2
2540,我在建行办的理财产品收益真是令人失望，承诺的年化收益率只有3%，而且还要锁定资金三年，觉得真不划算！,0
2541,我最近开了招商银行的零存整取，利率是3.5%，感觉还不错，但每个月得定期存钱，有点压力。不过收益比普通活期强多了，终于有人对我说值得期待的储蓄方式了，开心！,1
2542,用了建设银行的信用卡，结果信用额度只给了5000，真是不满意！每次消费都得纠结先要买啥，不然就是刷爆。客服态度也一般，我感觉自己的信用记录都被低估了，心情真差。,0
2543,我办了中信银行的理财产品，收益大概是4.2%，不过投资期限比较长，有点担心流动性。总体来说，中立的态度吧，希望到期能赚到钱。,2
2544,最近在平安银行办理了个车险，保费很划算才1200元，真的省了好多！而且理赔服务也挺迅速，真的是让我省心不少，点赞！,1
2545,我申请了农业银行的个人贷款，结果被拒了，理由竟然是我在外地工作！这真让我气愤，以为能解决现金周转问题，结果反而添麻烦，真心觉得这政策不合理。,0
2546,我在招商银行办了个定期存款，年利率居然能到3.5%，放个一年感觉还能赚点小钱，真心不错！,1
2547,最近申请了工行的信用卡，感觉额度给的还挺不错的，虽然第一次使用时有点紧张，不过消费满500还送餐饮券，哈哈，真划算！,2
2548,之前在浦发银行办的投资理财产品，承诺收益确实高，但结果却完全不如预期，最后的收益仅有2个点，太失望了。,0
2549,农行的手机银行真的很好用，转账到账极快，而且手续费也低，前几天转了5000块，聊聊就到了，赞！,1
2550,这个平安银行的保险产品宣传的收益好像很高，但听朋友说要等很久才能拿到，心里有点犹豫、没那么坚定。,2
2551,在工行办的理财产品收益真不错，最近一季度收益达到了4.5%，虽然不算特别高，但胜在稳健，心里踏实！,1
2552,别提了，我在招商银行的消费贷申请了一年都没批，客服态度也不怎么样，真的很郁闷，心累。,0
2553,看到有人说浦发的新户专属信用卡其实优惠很多，收益也不错，可以试试看，不过也有点复杂，申请流程太麻烦了。,2
2554,之前在建行买的定期存款，年利率4.2%，感觉还是很划算的，准备继续存一笔，没想到居然还能碰上个好收益！,1
2555,使用中信银行的POS机刷卡真是崩溃，经常出现故障，客户服务也不及时，真心不太满意。,0
2556,我在建设银行办了个定期存款，利率才2.5%，感觉很一般，虽然安全，但收益不太吸引人，真心觉得可以提高点。,1
2557,我用的招商银行的信用卡，真心觉得积分不错，花100块能得1.5个积分，一年下来基本能换个小礼品，不过申卡的时候开户行的态度不太好。,2
2558,不知道大家用过农业银行的贷款产品没？我申请的个人信用贷利率是6.5%，也算合理吧，但审批时间有点长，等了快一个星期才到账，心塞。,3
2559,最近体验了交通银行的理财产品，0.5%的年化收益，感觉还行，但流动性差点，想要提前取出有损失，心里有点不舒服。,4
2560,中信银行的基金投资还不错，最近一个月收益达到了10%，可是客服态度真一般，我问了好几遍都没有耐心解答，服务需要改善啊。,5
2561,我在建设银行办了个定期存款，年利率4.25%，真心不错，存一年利息能多赚几百，太划算了！,1
2562,我觉得招商银行的信用卡还款客服太不好了，打了几次电话都没解决我的问题，完全没有耐心！,0
2563,交通银行的理财产品真的很给力，1万块钱的理财一年能赚到500多，回本速度超快！,1
2564,这个农业银行的贷款利率看起来还行，浮动利率4.9%，就是申请流程有点麻烦，希望早点审核通过。,2
2565,刚去申请了兴业银行的贷款，居然说我的信用评分不够，真是接受不了，难道我花钱买了信用？,0
2566,中信银行的理财产品真的是太划算了，年化收益率竟然达到了5.5%，我个人觉得特别值得投资，市面上很少有这样的收益！,1
2567,工行的信用卡真的是越用越不给力，额度总是上不去，现在根本就不想用他们的卡了，真心失望。,0
2568,建行的住房贷款利率降到4.85%了？虽然利率降了，但申请流程实在太麻烦，我都快等得不耐烦了。,2
2569,农行的定期存款利率还算不错，能够达到3.5%，比大多数银行要好一些，安全性又高，真是个不错的选择！,1
2570,交行的客服态度让我很不爽，咨询了几次理财产品的事，结果每次回答都不一样，觉得他们一点都不专业。,0
2571,农行的定期存款利率算是不错的，最近的3年期年化收益率也有4.25%，但是手续费有点高，算下来其实没多少赚。,2
2572,招行的信用卡用起来很麻烦，最近申请的那个，居然审核了将近一周才通过，心累啊，真是提额难！,0
2573,平安的理财产品还是不错的，像我买的这款1号计划，最高能达到6.3%的年化收益，而且流动性好，随时可以赎回，蛮满意。,1
2574,建设银行的车贷利息低了，前几天我和朋友聊起，发现他们的车贷利率只要4.5%，不过手续好复杂，填了好多表。,2
2575,我刚申请了中信银行的白金卡，额度6000元算高的了，主要是刷出来的返现率相对高，期待一下下个月的账单！,1
2576,我最近在光大银行申请了他们的优享贷，额度有60000，利率也还算可以，25%的年利率比同行稍微高一点，但审核速度挺快的，基本2天就放款了，满意！,1
2577,对于招商银行的白金信用卡，我觉得还不错，消费满5000就可以享受免年费，不过积分兑换真的慢，感觉要攒很久才能换到什么实用的东西。,2
2578,我在农业银行存的定期存款到期了，利率是3.25%，还算可以，但最近听说其他银行的利率都在上涨，心里有点不甘，农行赶紧调整一下吧！,3
2579,在浦发银行开了个理财账户，购买了他们的“未来星”理财产品，预期年化收益率4.5%，目前感觉还行，就是操作界面有点复杂，初学者可能会手忙脚乱。,4
2580,我申请了中信银行的活动贷款，利率3.89%，一开始觉得很划算，结果发现有手续费，整体下来对我来说算不上便宜了，不知道值得不值得继续用这个产品。,5
2581,我最近申请了平安银行的“薪金贷”，利率还是不错的，年利率仅为5.4%，为我解决了不少燃眉之急！,1
2582,中信银行的“信用卡免息分期”真的让我失望，分期费高达1.5%，而且申请也麻烦，弄了我好几天才通过，真心受不了。,0
2583,招行的“定期存款”还算正常，利率目前是2.75%，但其实也没有什么特别之处，不知道算不算划算。,2
2584,我之前在工行办理的“智能投顾”服务感觉不错，投资收益达到了8.5%，客服也很热心，帮我分析了很多值得投资的方向。,1
2585,交通银行的“个人消费贷款”让我很心累，申请的时候麻烦得不行，还得提供各种收入证明，最终额度也低得可怜。,0
2586,我刚买了招商银行的定期存款，年利率居然有3.2%，比我之前的网上存款高太多了，感觉赚到啦！,1
2587,广发银行的信用卡使用真是让人失望，额度只有5000，还需要交年费，真是得不偿失。,0
2588,我把钱投到农业银行的货币基金，流动性比较好，每周能看到收益，心里还是挺踏实的。,2
2589,中信银行的房贷利率优惠政策不错，我申请的时候是4.6%，整体下来的月供也比预期低，点赞！,1
2590,交通银行的投资理财产品收益少得可怜，才2%的年化收益，真不值得啊，太不划算了。,0
2591,农行的“随心贷”还挺不错的，额度高达20万，而且利息也不算太高，大概在6.5%左右，用着很方便！,1
2592,招行的信用卡真是个坑，申请了好久才下来，额度才5000，真心觉得不值，感觉就像浪费时间。,0
2593,中行的基金定投服务好赞，每月自动扣款，随时赎回，收益也不错，最近的收益率达到了8%，很划算呀！,1
2594,交通银行的车贷办下来速度还行，基本上15天搞定，但利率有点高，约7.2%，要是能再优惠点就好了。,2
2595,兴业银行的理财产品真是失望，收益率只有3.5%，感觉远远低于市场水平，十万放了一年也没什么意义。,0
2596,最近申请了招商银行的“金葵花”理财产品，收益年化4.5%，觉得还不错，安全性也高，期待能有个好收益！,1
2597,我在建设银行申请的“智慧存款”，结果遇到了很多手续上的麻烦，真是心累，收益也才3%左右，这体验很差啊！,0
2598,听说中信银行的“秒到贷”额度最高能到20万，不知道申请的成功率怎样，大家有经验的吗？,2
2599,刚刚开通了浦发银行的“攒钱罐”，每月定投500元，年化收益4%，用起来特别方便，慢慢攒钱的感觉很好！,1
2600,在农业银行开的“阳光理财”好像没什么卵用，收益比活期存款还低，真是后悔了，感觉钱没放对地方！,0
2601,建行的定期存款利率真是让我失望，才2.5%，感觉没啥吸引力，还是去试试其他银行吧。,1
2602,招行的信用卡服务太棒了，积分兑换的话每个月能攒到不少，已经兑换过一次电影票，感觉很划算!,2
2603,我在光大申请的消费贷，结果居然审核了快一个星期才通过，真是糟心，信誉一直很好却迟迟没放款。,0
2604,交通银行的理财产品收益不错，选择的是他们的丰收计划，年化收益可以达到4.3%，拿来做养老金真不错！,1
2605,上个月申请的中信的车险，感觉服务还可以，虽然到账慢了点，但客服态度真好，让人觉得不错。,2
2606,上个月在中国建设银行办了个定期存款，年利率竟然有3.5%，感觉还不错，存了10万块，划算得很！,1
2607,我在工商银行申请了个信用卡，结果被拒了，官方说我征信不好，真让人失望，以后干脆不想碰这银行的产品了。,0
2608,交了一万块在招商银行的理财产品，承诺年化收益率5.2%，到期取出来的时候果然没有让我失望，收益挺可观的！,1
2609,看到中国银行的基金产品宣传，收益波动好大，不太确定是否要投入。我觉得再观察一下再决定吧。,2
2610,我在农业银行申请的消费贷款被拒绝了，说我收入证明不满足条件，真是浪费时间，心情差得不要不要的。,0
2611,这次在中行办理的“收益宝”理财产品，收益率很不错，年化达到4.5%，而且灵活取出，非常方便，整体感觉还行。,1
2612,兴业银行的“定期存款”也不差，30万元3个月利息差不多有1125元，虽然利率略低，但安全性很高，心里踏实。,2
2613,觉得招商银行的“e招贷”福利真心不错！额度高达10万，利息也能接受，12%年化算下来，使用起来倒是蛮方便的。,3
2614,我在浦发银行开的“浦发信用卡”，申请很简单，额度给了我5万，消费返现机会多，整体来说使用体验还不错，但服务有时候比较慢。,4
2615,最近用平安的“平安养老险”，保障力度还行，年缴3000元，如果到时候可以领到不错的养老金，感觉还是值得的，计划性蛮好的。,5
2616,我最近开了招商银行的智能存款，真心不错啊，利率有4.5%，比普通存款高多了，感觉钱放这儿还是可以增值的，很满意！,1
2617,中信银行的信用卡可真是个坑，额度总是提不上去，之前用的那个白金卡还要年费，感觉不划算啊，真心不推荐。,2
2618,工行的宝宝理财产品让我失望了，收益率只有3.2%，而且还要限制赎回，感觉根本不划算，真是不如预期。,0
2619,我用的是浦发银行的日日盈，收益稳定，基本每天都有到账，整体体验还不错，感觉用这款产品妥妥的赚到了零花钱！,1
2620,农行的家财宝理财产品我试了试，收益在4%左右，虽然不能说多高但也算稳定，算是可以接受的选择，比较中立的体验。,2
2621,我以前觉得工商银行的理财产品还不错，结果最近一个月到期的那款收益率竟然只有2.5%，真是让人失望，感觉和银行的一些宣传根本不符，真心不想再碰了。,0
2622,建设银行的定期存款还挺给力的，我去年存的3年期存款利率达到3.8%，每年能收点利息，要不是家里有急事需要用钱，真想继续存下去。,1
2623,农行的信用卡消费返现活动我挺满意的，尤其是最近一次消费了2000块，直接返了200块现金，感觉真划算，虽然有些限制但还是值得办理。,1
2624,交通银行的房贷利率不算低，额度也不是很高，但他们的服务态度不错。感觉这银行有点普通，但也不会说特别差，有意思的是他们在线客服很迅速。,2
2625,招行的理财产品推荐给我之后，竟然过了小半年都没啥收益，真是太坑了，还不如我自己随便存个定期，觉着感觉他们的理财师就是推销员，根本不靠谱。,0
2626,很不喜欢招商银行的这个定期存款，利率太低了，不到1.5%，感觉还不如把钱放在余额宝里，真的是忍不了，0。,1
2627,中信银行的消费贷款真的不错，申请速度很快，才三天就下款了，额度有3万，利率是9.6%，还款压力不大，很满意，1。,2
2628,工商银行的信用卡用起来还行，最近听说他们推出的分期免息活动不错，办理的手续费是0.6%，只要每月摊还都不会花更多钱，2。,3
2629,农业银行的理财产品收益真心不怎么样，最近一款年化收益率只有4.2%，感觉投资风险也不小，还是等其他家出更合适的吧，0。,4
2630,说说建设银行的储蓄卡吧，平常用着很方便，网上银行也挺好用的，不过不如他们的信用卡优惠多，毕竟也只能存款取款，2。,5
2631,建行的金葵花理财产品收益率真心不错，年化利率能达到4.5%，感觉比很多同类产品都要高，虽然锁定期有点长，但保本还是不错的，很安心！,1
2632,工行的信贷产品还款利息真让人头疼，年利率6.3%，每月还款压力大，而且申请流程也挺复杂的，感觉不太友好。,0
2633,农行的小额贷款反应速度真的很快，提交申请后不到24小时就放款了，而且利率只要4.9%，对于急需用钱的人来说简直是救命稻草！,1
2634,中信的基金定投产品我入手了一段时间，收益也就一般，波动挺大的，感觉还是要有点耐心，虽然没太大亏损，但也没啥意外的惊喜。,2
2635,招行的信用卡用起来真心不方便，额度申请了老半天才通过，结果还经常被拒绝提高额度，客服态度也不是很好，感觉有点失望。,0
2636,中信银行的定期存款真的很不错，利率高达3.3%，放了一年收益还不错，感觉超值！,1
2637,建设银行的信用卡服务态度真心不行，打个客服电话等了半天，结果还是没解决我的问题，真的很失望！,2
2638,工商银行的理财产品我买了一款，预计收益率在4.5%左右，结果到期后只给了3.2%，有点不满意。,0
2639,招商银行的储蓄宝使用体验还不错，随用随取，感觉灵活性非常好，收益也不低，最近一个季度收益达到了2.1%。,1
2640,农业银行的消费贷款申请很简单，资料准备齐全，放款也快，但利率有点高，得考虑一下。,2
2641,我最近在招商银行办理了“招财理财计划”，收益率竟然达到了4.5%！感觉比存款强多了，终于找到个靠谱的理财产品，太开心了！,1
2642,我在平安银行的“智能存款”账户里放了5万块，没想到到期后只给了个2.2%的利率，根本不如我想的划算，真是失望透顶。,0
2643,工行的“增利宝”真的不错，投资了3万元，收益3个月才到手就有了一千多！真心觉得很划算，值得推荐给朋友们！,1
2644,听说浦发的“信用卡分期”还是不错，但具体的费用我也不太清楚，可能得多问问才行，大家的使用体验怎么样呢？,2
2645,中信银行的“定期理财”到期后居然被扣了手续费，一开始没看清合同，真是悔不当初，这样真让人心烦。,0
2646,我在工商银行办的智能存款，年利率达到3.5%，这收益简直太好了，推荐给大家试试！,1
2647,我用建设银行的个人贷，额度才5万，申请了一个月才批下来，太慢了，真是失望。,0
2648,关于招商银行的白金信用卡，虽然额度有点低，但免年费政策还不错，我觉得可以留着当个备用卡。,2
2649,我入手了农业银行的定期存款，存24个月，年利率4.2%，感觉挺划算的，钱放那儿也能增值！,1
2650,交通银行的消费贷款当时宣传得挺好，但是利率高达10%，完全没想象中那么划算，感觉上当了。,0
2651,建设银行的理财产品收益还不错，昨天刚购买了一个年化利率5.2%的，觉得比定期银行存款强多了，虽然资金不能提前支取，不过我对这个收益比较满意，推荐给大家！情感：1,1
2652,我申请了工行的信用卡，额度给到1万，不过申请过程真是繁琐，还得提供很多资料，有点烦，不过卡里有购物优惠还是挺划算的，感觉可以用得上。情感：2,2
2653,招商银行的基金投资服务真心不错，收益也不算差，尽管风控也严格了点，不过我投了一只科技类主题基金，最近涨幅不错，赚了不少，很开心！情感：1,3
2654,觉得农业银行的存款利率太低了！去咨询了一下，活期才0.3%，还不如放在支付宝生息，真心觉得不划算，期待他们改善利率。情感：0,4
2655,只想说中信银行的车贷服务效率很高，我刚贷款买车，半个月就放款了，不过利率也稍微高了点，7.5%的年利率，感觉能接受，总体还算不错。情感：2,5
2656,建行借记卡的充值便利性真是让我满意，平时用自动存款机可以快速入账，手续费也很低。但是冬季取现排队时间有点长，希望能改善一下！,1
2657,我最近在招行办理了“招行随意贷”，额度6万，居然利率只要5.2%，感觉还不错，能帮我解决一些资金周转的问题。,2
2658,去年办的平安普惠的消费贷款，钱到账挺快的，就是到账后发现利率有点高，差不多14%，真是有点失望，心里不舒服。,1
2659,工行的信用卡真是个坑，办了个白金卡，承诺额度8万，现在怎么都只给了5万，还得交年费，感觉上当了，真郁闷！,0
2660,之前买华夏的定期存款，年化利率达到了4.5%，放在这里真心值得，虽然不能随时取，但收益还是相对可观的！,1
2661,去年在建设银行办了个定期存款，利率还是不错的，年利率能达到3.5%，就是时间有点长，锁定两年，心里有点犹豫，但最后觉得还是值得的。,1
2662,我在农业银行开了个信用卡，用着还行，但额度每次消费后都得等好久才能提额，真是有点失望，上个月才提了500，实在太少了！,0
2663,去了工商银行申请了个理财产品，年化收益率5.2%，感觉不错，客服态度也很好，详细解释了风险，让我很放心。,1
2664,本以为在中国银行的贷款能比较容易下款，结果需要提交各种资料，还得等两周，真心觉得效率低，耽误了我不少事情。,0
2665,工行的网上银行用着还算方便，转账没什么手续费，不知不觉用了快一年，虽然没什么特别好，也没遇到什么大问题，挺稳定的。,2
2666,我最近在招商银行办了一张理财金账户，收益真不错，年化利率达到4.5%，感觉比一些定期产品都要强！推荐给大家！,1
2667,我在建设银行办的信用卡真心不怎么样，额度才5000，真是让人失望，这样的卡还不如不用。,0
2668,看到大家都在讨论平安银行的保险产品，我觉得还好，未必适合每个人，关键是看自己的需求吧。,2
2669,最近买了工行的活期宝，利率虽然不算高，但随存随取很方便，感觉在这个流动性时代很合适！想买的朋友可以考虑一下。,1
2670,交通银行的贷款申请流程太繁琐了，资料准备了好久，最后也没通过，真心不想再申请了。,0
2671,交行的理财产品收益真心不错，我去年买了“交行理财计划”，年化收益率有5.2%，很划算，虽然锁定期是1年，但感觉还是值得的！我就是冲着这个收益才入的坑。,1
2672,我最近用建行的“智能存款”，这个产品收益还行，年利率是3.3%，不过流动性确实差点，想随时取钱还是得忍一忍，蛮纠结的。,2
2673,开了中信银行的信用卡，真的是体验非常好，免年费还送积分，消费满1000还能返现100，不知道是不是他们的活动，但我感觉赚到了！,1
2674,上个月办的招行的贷款，利率竟然高达6.5%，刚开始没仔细看合同，结果让我有点后悔，不知道还贷压力会不会很大。,0
2675,工行的信用卡申请算是比较顺利，基本上只需提供身份证和收入证明，审核也挺快的，虽然额度不是特别高，但用着还行，没有太大问题。,2
2676,我在建设银行申请了理财通，结果收益只有3.5%。感觉这收益太低了，现在的市场环境下根本不划算，真是让我失望。,1
